,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
90,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,rec9AGT3lOul7FYDP,recwMSrftJ7BbX5mZ,2023-03-31,,150000.0,,B.tech,Rejected by CP,rec9AGT3lOul7FYDP,python,,,recwMSrftJ7BbX5mZ,asia/india,rec9AGT3lOul7FYDP,en,recwMSrftJ7BbX5mZ,"en,hi",,-14.168,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.75,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The candidate has B.tech degree which covers some of the job requirement. The candidate has Python hardskill and B.tech degree which is related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
91,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,rec9G1UcYHanBl6NX,rec7MvbTywFTvWryg,2023-03-27,,50000.0,,Programmation informatique,Rejected by CP,rec9G1UcYHanBl6NX,"java,jscript,ruby,ruby-on-rails",,,rec7MvbTywFTvWryg,europe/france/paris,rec9G1UcYHanBl6NX,"en,fr",rec7MvbTywFTvWryg,fr,,-0.5,"
    Example Output:
    {
    ""Hardskill_Matching_Score"": 0.75,
    ""Degree_Subjects_Matching_Score"": 0.5,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 4 out of 5 hardskills required by the job, and the degree subject covers some of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French which are required by the job.""
    }"
92,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec9HejHnTQHmI7Q1,recMh3kDSANBvdJbu,,,,,,Sent to Client,rec9HejHnTQHmI7Q1,python,,,recMh3kDSANBvdJbu,asia/india,rec9HejHnTQHmI7Q1,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The degree subject of the candidate is not related to the job requirement. The candidate has Python hardskill and degree subject which is related to the job position. The candidate can go to the job location. The candidate can speak the language required by the job.""
    }"
93,recONKansnIbXY6ij,,,,,,marketing-manager,,,,,rec9KAXhc8ytoLS03,recONKansnIbXY6ij,,,38000.0,,,Rejected by client,,,,,recONKansnIbXY6ij,europe/france/paris,rec9KAXhc8ytoLS03,"en,es,fr",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has hardskills related to the job requirements, degree subjects cover most of the job requirements, candidate is capable of the job position, candidate can go to the job location, and candidate can speak all the languages required for the job.""
    }"
94,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec9n1kJgaZwMeyzP,recMh3kDSANBvdJbu,,,,,,Rejected by client,rec9n1kJgaZwMeyzP,"java,python",rec9n1kJgaZwMeyzP,asia/india,recMh3kDSANBvdJbu,asia/india,rec9n1kJgaZwMeyzP,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills in java and python which are related to the job requirement. The degree subjects of the candidate covers most of the job requirement. The candidate is capable of the job position. The candidate can go to the job location. The candidate can speak all the required languages.""
    }"
95,recTOLFUh69KqHf4t,,,,,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",business-development,,,,,rec9oY2ukbZmT0Lnk,recTOLFUh69KqHf4t,,,55000.0,,Marketing opérationnel international,Rejected by client,rec9oY2ukbZmT0Lnk,"energy,saas",rec9oY2ukbZmT0Lnk,europe/france,recTOLFUh69KqHf4t,europe/france/paris,rec9oY2ukbZmT0Lnk,"en,fr",recTOLFUh69KqHf4t,fr,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has two hardskills which are related to the job requirement, and the degree subject covers most of the job requirement. The candidate can work in the job location and can speak the required language.""
    }"
96,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec9q7BZ1rWDzKNWB,recMh3kDSANBvdJbu,,,5400.0,,,Rejected by CP,rec9q7BZ1rWDzKNWB,"core-java,jira,mysql,selenium,testing",,,recMh3kDSANBvdJbu,asia/india,rec9q7BZ1rWDzKNWB,"en,hi,kn,ta,te",recMh3kDSANBvdJbu,"en,hi",,-0.292,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 out of the 8 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can work remotely and can speak all the languages required for the job.""
    }"
97,recJHwegfLPOBlDmf,2023-06-04,,54000.0,54000.0,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Expérience significative en tant que commercial</strong> ou équivalent dans la vente et le partenariats. <strong>( Ex: chargé de partenariats)</strong></li>
<li>Capacité à établir et <strong>maintenir</strong> des relations de confiance avec les partenaires</li>
<li>Aptitude à** la négociation , la vente et un peu de technicité** ( Capable d’accord avec de grands groupes et d’animer la population commerciale au sein des partenaires : Capable de faire des <strong>Démonstrations de produits</strong>)</li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong></li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li><strong>Solides compétences en analyse de données et en interprétation des tendances de vente</strong></li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
<li>Une expérience dans un <strong>bureau d'études</strong> ou de CVC est également très intéressante.</li>
</ul>
",business-development,,,6.0,9.0,rec9W5N4gL67lrYj7,recJHwegfLPOBlDmf,,,,,Ingénieur commercial,Candidate not interested,rec9W5N4gL67lrYj7,.com,rec9W5N4gL67lrYj7,europe/france,recJHwegfLPOBlDmf,europe/france,rec9W5N4gL67lrYj7,"en,fr,it",recJHwegfLPOBlDmf,"en,fr",,,"
    Output:
    {
    ""Hardskill_Matching_Score"": 0.5,
    ""Degree_Subjects_Matching_Score"": 0.8,
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has .com hardskills which is related to the job requirement. The candidate has degree in Ingénieur commercial which covers most of the job requirement. The candidate has experience in business-development which is related to the job position. The candidate can go to europe/france which is the job location. The candidate can speak en,fr which is the job language.""
    }"
98,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,reca1WmK5qaT4bB1B,recMh3kDSANBvdJbu,,,,,,Sent to Client,reca1WmK5qaT4bB1B,"java,python,selenium",,,recMh3kDSANBvdJbu,asia/india,reca1WmK5qaT4bB1B,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has hardskills in java, python and selenium which are related to the job requirements. Candidate can work in the job location and can speak the required language.""
    }"
99,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,recA6QADpxm6Grzr2,recAtcVMDz425qUT3,,,70000.0,80000.0,MSc Health Data Science,Rejected by client,recA6QADpxm6Grzr2,"python,sas,stata",,,,,recA6QADpxm6Grzr2,en,recAtcVMDz425qUT3,en,,-0.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.8,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job. The candidate has all the language required, but the location is not matched.""
    }"
